,0,1,2,3,4,5,6,7,8,9
129,['Erste e Neue'],['Red still'],['2018'],['\nDOC Alto Adige Lagrein\n'],['Trentino Alto Adige'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.96'],['€ 9.88']
130,['Palacios Remondo '],['Red still'],['2018'],['\nDOCa Rioja\n'],['Rioja'],"['50% ', ', 50% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.44'],['€ 11.68']
131,['Livio Felluga'],['Red still'],['2018'],['\n\nIGT Venezia Giulia\n'],['Friuli-Venezia Giulia'],"[', ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.07'],['€ 11.30']
132,['Castello di Radda'],['Red still'],['2016'],['\nDOCG Chianti Classico\n'],['Tuscany'],['90% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 14.01']
133,['Sartori Casa Vinicola'],['Red still'],['2012'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"['60% ', ', 10% ', ', 20% ', ', 10% ']",['15.50% by volume'],"['0,75 l Standard']",,['€ 34.99']
134,['Citille di Sopra'],['Red still'],['2014'],"['\n', '\n']",['Tuscany'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 31.72']
135,['Ricasoli 1141'],['Red still'],['2017'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.21'],['€ 13.01']
136,['Le Piane'],['Red still'],['2015'],['\nDOC Boca\n'],['Piedmont'],"['85% ', ', 15% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 50.00']
137,['Kaltern Caldaro'],['Red biodynamic still'],['2018'],['\nDOC Lago di Caldaro o Caldaro Classico Superiore\n'],['Trentino Alto Adige'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.24'],['€ 11.50']
138,['Banfi'],['Red still'],['2017'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.06'],['€ 13.70']
139,['Tenuta di Nozzole (Folonari)'],['Red still'],['2017'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 12.90']
140,['Nino Negri'],['Red still'],['2016'],['\nDOCG Sforzato di Valtellina\n'],['Lombardy'],['100% '],['16.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 31.65'],['€ 27.69']
141,['Noelia Ricci'],['Red still'],['2018'],['\nDOC Romagna Sangiovese Predappio\n'],['Emilia-Romagna'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 13.42']
142,['Ricasoli 1141'],['Red still'],['2016'],['\nDOCG Chianti Classico\n'],['Tuscany'],"['90% ', ', 10% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.59'],['€ 16.30']
143,['Torre dei Beati'],['Red organic still'],['2019'],"[""\nDOC Cerasuolo d'Abruzzo\n""]",['Abruzzo'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.33'],['€ 9.50']
144,['Vinosia'],['Red still'],['2019'],['\nIGT Salento\n'],['Apulia'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.88'],['€ 6.31']
145,"[""Castello d'Albola""]",['Red still'],['2016'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],"['5% ', ', 95% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.89'],['€ 17.60']
146,['Vignoble Dampt Frerès'],['Red still'],['2017'],['\nAOC Bourgogne Epineuil\n'],['Bourgogne'],['100% '],['12.50% by volume'],"['0,75 l Standard']",,['€ 18.91']
147,['Banfi'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 34.10'],['€ 29.00']
148,['Marchesi di Barolo'],['Red still'],['2018'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],"['85% ', ', 15% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.71'],['€ 9.89']
149,['Villa Venti'],['Red organic still'],['2017'],['\nDOC Romagna Sangiovese Superiore\n'],['Emilia-Romagna'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.87'],['€ 10.20']
150,['Girlan'],['Red still'],['2017'],['\nDOC Alto Adige Pinot Nero\n'],['Trentino Alto Adige'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.86'],['€ 14.30']
151,"[""Tenuta Sant'Antonio""]",['Red still'],['2015'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"['70% ', ', 5% ', ', 20% ', ', 5% ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 28.50'],['€ 23.38']
152,['Giorgi'],['Red still'],['2016'],['\nIGT Provincia di Pavia\n'],['Lombardy'],"['45% ', ', 45% ', ', 10% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 13.73']
153,['Villa Venti'],['Red organic still'],['2017'],['\nDOC Romagna Sangiovese Superiore\n'],['Emilia-Romagna'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.87'],['€ 10.20']
154,['Jacopo Biondi Santi'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 18.50']
155,['Podere Sapaio'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['15% ', ', 50% ', ', 20% ', ', 15% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 60.00']
156,['Tenuta Sette Ponti'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['10% ', ', 90% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.13'],['€ 17.60']
157,['Tenute Folonari'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"[', ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 33.99']
158,['Cantina Valpantena'],['Red still'],['2016'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"[', ', ', ']",['15.00% by volume'],"['0,75 l Standard']",,['€ 21.35']
159,['San Marzano'],['Red still'],['2018'],['\nIGT Salento\n'],['Apulia'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.76'],['€ 7.50']
160,['Allegrini'],['Red still'],['2018'],['\nDOC Valpolicella Ripasso\n'],['Veneto'],"['70% ', ', 30% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.40'],['€ 13.49']
161,['Prendina'],['Red still'],['2018'],['\nDOC Garda Merlot\n'],['Lombardy'],"['10% ', ', 90% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.59'],['€ 8.08']
162,['Mastroberardino'],['Red still'],['2014'],['\nDOCG Taurasi Riserva\n'],['Campania'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 32.50'],['€ 27.30']
163,['Braida'],['Red still'],['2017'],"[""\nDOCG Barbera d'Asti\n""]",['Piedmont'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.30'],['€ 14.01']
164,['Firriato'],['Red still'],['2014'],['\nIGT Terre Siciliane\n'],['Sicily'],"['50% ', ', 50% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 13.90']
165,['Speri'],['Red organic still'],['2015'],['\nDOCG Amarone della Valpolicella Classico\n'],['Veneto'],"[', 5% ', ', 25% ', ', ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 48.73'],['€ 43.92']
166,['Pietradolce'],['Red still'],['2018'],['\nDOC Etna Rosso\n'],['Sicily'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.31'],['€ 15.37']
167,['Tenuta Perano'],['Red still'],['2016'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.47'],['€ 12.97']
168,['Tenute Folonari'],['Red still'],['2018'],"['\n', '\n']",['Tuscany'],"['15% ', ', 20% ', ', 60% ', ', 5% ']",['15.00% by volume'],"['0,75 l Standard']",,['€ 16.90']
169,['Descendientes de J.Palacios'],['Red biodynamic still'],['2017'],['\n DO Bierzo\n'],['Castilla and Leon '],['98% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.46'],['€ 14.64']
170,['Poggio al Tufo'],['Red still'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 12.00']
171,['Basilisco'],['Red organic still'],['2016'],['\nDOC Aglianico del Vulture\n'],['Basilicata'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.07'],['€ 9.50']
172,['Agripunica'],['Red still'],['2017'],['\nIGT Isola dei Nuraghi\n'],['Sardinia'],"['10% ', ', 10% ', ', 60% ', ', 10% ', ', 10% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.53'],['€ 13.91']
173,['Zorah'],['Red still'],['2017'],['\nN/A\n'],['Armenia'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 33.79']
174,['La Vis'],['Red still'],['2018'],['\nDOC Alto Adige Pinot Nero\n'],['Trentino Alto Adige'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.92'],['€ 9.76']
175,['Tenute del Cerro'],['Red still'],['2018'],['\nDOC Rosso di Montepulciano\n'],['Tuscany'],"['10% ', ', 80% ', ', 10% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.21'],['€ 6.91']
176,['Tenute Rubino'],['Red still'],['2017'],['\nIGT Salento\n'],['Apulia'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.47'],['€ 10.80']
177,['Feudi San Gregorio'],['Red still'],['2013'],['\nDOCG Taurasi Riserva\n'],['Campania'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 31.90'],['€ 29.00']
178,['Firriato'],['Red still'],['2018'],['\nDOC Etna Rosso\n'],['Sicily'],"[', ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.24'],['€ 11.49']
179,['Rocca di Frassinello'],['Red still'],['2017'],['\nDOC Maremma Toscana Rosso\n'],['Tuscany'],"['30% ', ', 30% ', ', 40% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.05'],['€ 9.02']
180,['Campo alla Sughera'],['Red still'],['2017'],"['\n', '\n']",['Tuscany'],"['60% ', ', 40% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.93'],['€ 17.60']
181,['Allegrini'],['Red still'],['2018'],['\nIGT Veneto\n'],['Veneto'],"['40% ', ', 60% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.10'],['€ 7.69']
182,['Cascina Bruciata'],['Red still'],['2014'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 22.50']
183,['Antinori'],['Red still'],['2018'],['\n IGT Toscano o Toscana\n'],['Tuscany'],"[', ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.11'],['€ 8.54']
184,['Castello di Nipozzano (Frescobaldi)'],['Red still'],['2016'],['\nDOCG Chianti Rufina Riserva\n'],['Tuscany'],"[', ', ', 90% ', ', ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.12'],['€ 18.50']
185,['Carpineto'],['Red still'],['2015'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],"['20% ', ', 80% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 19.70']
186,['Argiolas'],['Red still'],['2015'],['\nDOC Cannonau di Sardegna Rosso Riserva\n'],['Sardinia'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.90'],['€ 17.80']
187,['Cantina di Carpi e Sorbara'],['Red bubbly'],['N/A'],['\n\nDOC Lambrusco di Sorbara Rosato Frizzante Secco\n'],['Emilia-Romagna'],['100% '],['11.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.99'],['€ 9.50']
188,['Villa Papiano'],['Red organic still'],['2016'],['\nDOC Romagna Sangiovese Modigliana Riserva\n'],['Emilia-Romagna'],"['5% ', ', 95% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.67'],['€ 16.60']
189,['La Roncaia'],['Red still'],['2014'],['\nDOC Colli Orientali del Friuli Merlot\n'],['Friuli-Venezia Giulia'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.34'],['€ 12.91']
190,['Inama'],['Red still'],['2016'],['\nIGT Veneto\n'],['Veneto'],"['30% ', ', 10% ', ', 60% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.18'],['€ 10.13']
191,['Negrar - Domini Veneti'],['Red still'],['2017'],['\nDOC Valpolicella Classico Superiore\n'],['Veneto'],"['60% ', ', 15% ', ', 15% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.83'],['€ 8.69']
192,['Banfi'],['Red still'],['2018'],['\nDOCG Chianti Superiore\n'],['Tuscany'],"[', ', ', ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.86'],['€ 7.33']
193,['Villa Poggio Salvi'],['Red still'],['2018'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.51'],['€ 9.05']
194,['Giba - 6 Mura'],['Red still'],['2016'],['\nDOC Carignano del Sulcis Rosso Riserva\n'],['Sardinia'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 27.68'],['€ 25.50']
195,"[""Terrazze dell'Etna""]",['Red still'],['2012'],['\nIGT Sicilia\n'],['Sicily'],"[', ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.80'],['€ 13.51']
196,['Galardi'],['Red still'],['2016'],['\nIGT Campania\n'],['Campania'],"['80% ', ', 20% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 41.49'],['€ 38.00']
197,"[""Terrazze dell'Etna""]",['Red still'],['2015'],['\nDOC Etna Rosso\n'],['Sicily'],"['20% ', ', 80% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.80'],['€ 13.70']
198,['Planeta'],['Red still'],['2015'],['\nDOC Menfi Syrah\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.68'],['€ 18.90']
199,['Anthill Farms Winery'],['Red still'],['2016'],"['\n', '\n']",['California'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 31.72']
200,['Capezzana'],['Red organic still'],['2017'],['\nDOC Barco Reale di Carmignano\n'],['Tuscany'],"['5% ', ', 15% ', ', 5% ', ', 75% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.29'],['€ 10.20']
201,['Azienda Agricola Roccapesta'],['Red still'],['2016'],['\nDOCG Morellino di Scansano Riserva\n'],['Tuscany'],"['4% ', ', 96% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 22.00']
202,['Biserno'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['35% ', ', 35% ', ', 20% ', ', 10% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 39.60']
203,['Zyme'],['Red still'],['2016'],['\nIGT Veneto\n'],['Veneto'],"[', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 56.60'],['€ 49.87']
204,['Fontezoppa'],['Red still'],['2016'],['\nDOC Serrapetrona\n'],['Marche'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 8.91']
205,['Campo alle Comete'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 11.68']
206,['Alois Lageder'],['Red biodynamic still'],['2017'],['\nIGT Vigneti delle Dolimiti o Weinberg Dolomiten\n'],['Trentino Alto Adige'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.45'],['€ 18.30']
207,['Lungarotti'],['Red still'],['2013'],['\nDOCG Torgiano Rosso Riserva\n'],['Umbria'],"['30% ', ', 70% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 28.00']
208,['Feudi San Gregorio'],['Red still'],['2018'],['\nVdT\n'],['Campania'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.63'],['€ 6.19']
209,['Feudi San Gregorio'],['Red still'],['2015'],['\nDOCG Taurasi\n'],['Campania'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.72'],['€ 18.50']
210,['Antinori'],['Red still'],['2018'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.10'],['€ 15.49']
211,['Castello di Cigognola '],['Red still'],['2016'],"[""\nDOC Oltrepo' Pavese Barbera\n""]",['Lombardy'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.05'],['€ 9.60']
212,['Felsina'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 39.98'],['€ 34.20']
213,['Tenuta di Nozzole (Folonari)'],['Red still'],['2015'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],['90% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 17.35']
214,['Tormaresca (Antinori)'],['Red organic still'],['2016'],['\nDOC Castel del Monte Rosso\n'],['Apulia'],"['65% ', ', 25% ', ', 10% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.05'],['€ 10.37']
215,['Re Manfredi'],['Red still'],['2013'],['\nDOCG Aglianico del Vulture Superiore\n'],['Basilicata'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 27.85'],['€ 23.50']
216,['Negro Angelo'],['Red still'],['2017'],['\nDOCG Roero\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 15.37']
217,['Velenosi'],['Red still'],['2017'],['\nDOC Rosso Piceno Superiore\n'],['Marche'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.91'],['€ 7.30']
218,['Palari'],['Red still'],['2014'],['\nIGT Sicilia\n'],['Sicily'],"[', ', ', ', ', ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.10'],['€ 15.49']
219,['Cantina di Montalcino'],['Red still'],['2013'],"['\n', '\n']",['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 27.90']
220,['Vajra'],['Red still'],['2018'],['\nDOC Langhe Nebbiolo\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.79'],['€ 16.99']
221,['Massolino - Vigna Rionda'],['Red still'],['2016'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 29.90'],['€ 28.00']
222,['Fattoria di Piazzano'],['Red still'],['2018'],['\nDOCG Chianti\n'],['Tuscany'],"[', ', ', 85% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.50'],['€ 7.50']
223,['Tormaresca (Antinori)'],['Red still'],['2019'],['\nIGT Salento\n'],['Apulia'],"['95% ', ', 5% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.64'],['€ 8.91']
224,['Torre a Cona'],['Red still'],['2016'],['\nDOCG Chianti Colli Fiorentini Riserva\n'],['Tuscany'],"['10% ', ', 90% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 18.30']
225,['Villa Poggio Salvi'],['Red still'],['2019'],['\nDOCG Chianti Colli Senesi\n'],['Tuscany'],"['10% ', ', 90% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 8.50']
226,['Podere Orma (Sette Ponti)'],['Red still'],['2017'],"['\n', '\n']",['Tuscany'],"['25% ', ', 35% ', ', 40% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.75'],['€ 17.40']
227,['Duca di Salaparuta'],['Red still'],['2016'],['\nIGT Terre Siciliane\n'],['Sicily'],"['55% ', ', 45% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.18'],['€ 9.09']
228,['Azienda Agricola Accornero & Figli'],['Red still'],['2015'],['\nDOCG Barbera del Monferrato Superiore\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 31.00']
229,['Di Majo Norante'],['Red organic still'],['2018'],['\nIGT Osco o Terre degli Osci\n'],['Molise'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.63'],['€ 7.50']
230,['Emilio Moro'],['Red still'],['2018'],['\nDO Ribera del Duero\n'],['Castilla and Leon '],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.44'],['€ 11.08']
231,['Poliziano'],['Red still'],['2018'],['\nDOC Rosso di Montepulciano\n'],['Tuscany'],"['20% ', ', 80% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.57'],['€ 9.50']
232,['Brancaia '],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['5% ', ', 70% ', ', 25% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 54.07'],['€ 51.00']
233,['Orlandi Contucci Ponno'],['Red still'],['2016'],"[""\nDOCG Montepulciano d'Abruzzo Colline Teramane\n""]",['Abruzzo'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.37'],['€ 9.88']
234,['Zorzettig'],['Red still semi-dry'],['2017'],['\nDOC Colli Orientali del Friuli Schioppettino\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.53'],['€ 10.98']
235,['Cavallotto'],['Red still'],['2018'],"[""\nDOC Dolcetto d'Alba\n""]",['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.27'],['€ 11.50']
236,['Zenato'],['Red still'],['2019'],['\nDOC Bardolino\n'],['Veneto'],"['65% ', ', 10% ', ', 25% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.76'],['€ 6.70']
237,['Tenuta delle Terre Nere'],['Red still'],['2018'],['\nDOC Etna Rosso\n'],['Sicily'],"['5% ', ', 95% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.06'],['€ 16.37']
238,['La Spinetta'],['Red still'],['2016'],"[""\nDOCG Barbera d'Asti Superiore\n""]",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.61'],['€ 28.00']
239,['Conterno Aldo'],['Red still'],['2016'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 27.63'],['€ 25.30']
240,['Castello di Cigognola '],['Red still'],['2015'],"[""\nDOC Oltrepo' Pavese Barbera\n""]",['Lombardy'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.04'],['€ 15.90']
241,['Castello di Volpaia'],['Red organic still'],['2016'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],"['95% ', ', 5% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 44.23'],['€ 37.77']
242,['Sallier De La Tour'],['Red still'],['2018'],['\nDOC Sicilia Syrah\n'],['Sicily'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.88'],['€ 6.80']
243,['Firriato'],['Red still'],['2014'],['\nDOC Etna Rosso\n'],['Sicily'],"['20% ', ', 80% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 23.00']
244,['Ognissole'],['Red biodynamic still'],['2015'],['\nDOC Castel del Monte Rosso\n'],['Apulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.23'],['€ 12.90']
245,"[""Tenimenti Ca' Bianca""]",['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 22.40'],['€ 21.35']
246,['La Spinetta'],['Red still'],['2017'],['\nDOC Langhe Nebbiolo\n'],['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 22.91'],['€ 18.73']
247,['Carpineto'],['Red still'],['2018'],['\nDOCG Chianti Classico\n'],['Tuscany'],"['20% ', ', 80% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.18'],['€ 10.98']
248,['Villa Russiz'],['Red still'],['2016'],['\nDOC Collio Goriziano o Collio Merlot\n'],['Friuli-Venezia Giulia'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 17.49']
249,['Prunotto (Antinori)'],['Red still'],['2017'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.79'],['€ 15.86']
250,['Carpineta Fontalpino'],['Red organic still'],['2016'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 25.62']
251,['Società Agricola Fay'],['Red still'],['2016'],['\nDOCG Valtellina Superiore\n'],['Lombardy'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 27.54'],['€ 24.00']
252,['Fertuna'],['Red still'],['N/A'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"[', ', ', ', ', ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.20'],['€ 6.99']
253,['Feudi Salentini'],['Red still'],['2017'],['\nDOC Primitivo di Manduria\n'],['Apulia'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 13.51']
254,['Argiolas'],['Red still'],['2017'],['\nDOC Monica di Sardegna\n '],['Sardinia'],"['5% ', ', 5% ', ', 90% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.31'],['€ 8.00']
255,"[""Tenuta Sant'Antonio""]",['Red still'],['2015'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"['70% ', ', 5% ', ', 20% ', ', 5% ']",['16.00% by volume'],"['0,75 l Standard']",,['€ 50.00']
256,['Palari'],['Red still'],['2013'],['\nDOC Faro\n'],['Sicily'],"[', ', ', ', ', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 36.60'],['€ 33.60']
257,['Grattamacco'],['Red organic still'],['2016'],"['\n', '\n']",['Tuscany'],"['65% ', ', 20% ', ', 15% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 65.04'],['€ 60.00']
258,['Alois Lageder'],['Red biodynamic still'],['2018'],['\nDOC Lago di Caldaro o Caldaro\n'],['Trentino Alto Adige'],['100% '],['11.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.63'],['€ 12.20']
259,['Ornellaia'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['10% ', ', 40% ', ', 50% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.35'],['€ 20.00']
260,['Marchesi di Barolo'],['Red still'],['2014'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 49.30'],['€ 45.80']
