,0,1,2,3,4,5,6,7,8,9
393,['Alvaro Palacios'],['Red still'],['2016'],['\nDOCa Priorat\n'],['Catalunya'],"['10% ', ', 30% ', ', 60% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.16'],['€ 30.50']
394,['Chiappini '],['Red organic still'],['2017'],"['\n', '\n']",['Tuscany'],"['50% ', ', 40% ', ', 10% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.50'],['€ 16.63']
395,['Negro Angelo'],['Red still'],['2016'],['\nDOCG Roero Riserva\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 36.34'],['€ 34.47']
396,"[""Tasca d'Almerita""]",['Red still'],['2015'],"[""\nDOC Contea di Sclafani Nero d'Avola o Calabrese\n""]",['Sicily'],"['62% ', ', 38% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 38.44'],['€ 32.60']
397,['Castello di Pomino (Frescobaldi)'],['Red still'],['2018'],['\nDOC Pomino Pinot Nero\n'],['Tuscany'],"['95% ', ', 5% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.26'],['€ 14.90']
398,['Fontezoppa'],['Red organic still'],['2016'],['\nIGT Marche\n'],['Marche'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 15.25']
399,['Castello di Neive'],['Red still'],['2013'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 63.70'],['€ 58.05']
400,['Armando Parusso'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 50.30'],['€ 47.80']
401,['Sella & Mosca'],['Rosso still'],['2014'],['\nDOC Alghero Cabernet Riserva\n '],['Sardinia'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 32.76'],['€ 29.50']
402,['Banfi'],['Red still'],['2016'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],"['10% ', ', 10% ', ', 80% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.76'],['€ 12.90']
403,['Avignonesi'],['Red organic still'],['2015'],['\n DOCG Vino Nobile di Montepulciano\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.92'],['€ 18.80']
404,['Tua Rita'],['Red organic still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"[', ', ', ', ', ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.46'],['€ 14.15']
405,['Castelgiocondo (Frescobaldi)'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 39.47'],['€ 37.50']
406,['Reignac'],['Red still'],['2016'],['\nAOC Bordeaux Superieur Rouge\n'],['Bordeaux'],"['25% ', ', 75% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 24.20'],['€ 19.78']
407,['Bodega Chacra'],['Red organic still'],['2018'],['\nN/A\n'],['Patagonia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 25.96'],['€ 23.90']
408,['Olim Bauda'],['Red still'],['2018'],"[""\nDOCG Barbera d'Asti\n""]",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 12.30']
409,['Giorgi'],['Red still'],['2014'],"[""\nDOC Oltrepo' Pavese Pinot Nero (vinif. Rosso)\n""]",['Lombardy'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 12.20']
410,['Produttori del Barbaresco'],['Red still'],['2018'],['\nDOC Langhe Nebbiolo\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.01'],['€ 15.49']
411,['Guy Charlemagne'],['Red still'],['2018'],['\nVdT\n'],['Loire'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.24'],['€ 10.98']
412,['Castello di Radda'],['Red still'],['2015'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 24.58']
413,['Cavallotto'],['Red organic still'],['2017'],"[""\nDOC Barbera d'Alba Superiore\n""]",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 26.77'],['€ 24.20']
414,['Duca di Salaparuta'],['Red still'],['2015'],['\nIGT Sicilia\n'],['Sicily'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.34'],['€ 11.90']
415,['Virna'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 34.16']
416,['Firriato'],['Red organic still'],['2017'],['\nDOC Sicilia Frappato\n'],['Sicily'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.03'],['€ 10.50']
417,['Umberto Cesari'],['Red still'],['2017'],['\nDOC Sangiovese di Romagna Riserva\n'],['Emilia-Romagna'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.92'],['€ 13.73']
418,['Kaltern Caldaro'],['Red still'],['2017'],['\nDOC Alto Adige Lagrein Riserva\n'],['Trentino Alto Adige'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.48'],['€ 13.42']
419,['Isolabella della Croce'],['Red still'],['2015'],['\nDOC Piemonte Pinot Nero\n'],['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 24.47']
420,['Colpetrone'],['Red still'],['2012'],['\nDOCG Montefalco Sagrantino Secco\n'],['Umbria'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.70'],['€ 13.83']
421,['Poliziano'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['70% ', ', 30% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 39.50']
422,['Punta Nogal'],['Red still'],['2016'],['\nN/A\n'],['Rapel Valley'],[],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.97'],['€ 8.34']
423,['Tenuta di Nozzole (Folonari)'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 55.00']
424,['Giorgi'],['Red still'],['2014'],"[""\nDOC Oltrepo' Pavese Buttafuoco\n""]",['Lombardy'],"['30% ', ', 60% ', ', 5% ', ', 5% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.38'],['€ 9.88']
425,['Rainoldi'],['Red still'],['2017'],[' \nDOCG Valtellina Superiore inferno\n'],['Lombardy'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.18'],['€ 14.80']
426,['Sartori Casa Vinicola'],['Red still'],['2017'],['\nDOC Valpolicella Ripasso Superiore\n'],['Veneto'],"['55% ', ', 5% ', ', 15% ', ', 25% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 12.81']
427,['Argiano'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 46.20']
428,['Castello di Volpaia'],['Red organic still'],['2018'],['\nDOCG Chianti Classico\n'],['Tuscany'],"['10% ', ', 90% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.56'],['€ 14.40']
429,['Velenosi'],['Red still'],['2019'],"[""\nDOC Montepulciano d'Abruzzo Rosso\n""]",['Abruzzo'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.43'],['€ 7.00']
430,['Concha y Toro'],['Red still'],['2018'],['\nN/A\n'],['Maipo Valley'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.44'],['€ 9.30']
431,['Prunotto (Antinori)'],['Red still'],['2016'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 34.55'],['€ 29.50']
432,['Roberto Cipresso'],['Red still'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"[', ', ', ', ', ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 21.96']
433,['Brezza'],['Red organic still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 47.03'],['€ 42.50']
434,['Marchesi di Barolo'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 31.72']
435,['Valturio'],['Red organic still'],['2018'],['\nIGT Marche\n'],['Marche'],"['60% ', ', 40% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.53'],['€ 7.22']
436,['Basilisco'],['Red still'],['2015'],['\nDOCG Aglianico del Vulture Superiore\n'],['Basilicata'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 21.90']
437,['Carpineto'],['Red still'],['2013'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 18.50']
438,['Lisini Azienda Agraria'],['Red still'],['2013'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 69.00']
439,['Umberto Cesari'],['Red still'],['2018'],['\nDOC Romagna Sangiovese Superiore\n'],['Emilia-Romagna'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.53'],['€ 9.15']
440,['Biserno'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"[', ', ', ', ', ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 115.00']
441,['Diesel Farm'],['Red still'],['2010'],['\nDOC Breganze Rosso\n'],['Veneto'],"[', ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 27.00']
442,['Tenuta San Giorgio'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 35.05'],['€ 31.81']
443,['La Poderina'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.37'],['€ 28.30']
444,['Ricasoli 1141'],['Red still'],['2017'],"['\n', '\n']",['Tuscany'],"['50% ', ', 25% ', ', 25% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.33'],['€ 16.80']
445,['Riondo'],['Red still'],['2017'],['\nDOC Valpolicella Ripasso\n'],['Veneto'],"[', ', ', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.99'],['€ 8.49']
446,['Giacomo Fenocchio Azienda Agricola'],['Red still'],['2016'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 47.18'],['€ 43.51']
447,"[""Col d'Orcia""]",['Red still'],['2017'],['\nDOCG Chianti\n'],['Tuscany'],"['10% ', ', 90% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.13'],['€ 7.93']
448,['Giorgi'],['Red still'],['2018'],"[""\nDOC Oltrepo' Pavese Barbera\n""]",['Lombardy'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.33'],['€ 10.31']
449,['Feudi San Gregorio'],['Red still'],['2015'],['\nIGT Campania\n'],['Campania'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.34'],['€ 12.30']
450,['Nino Negri'],['Red still'],['2009'],['\nDOCG Valtellina Superiore Riserva\n'],['Lombardy'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 50.00']
451,['Villa Papiano'],['Red still'],['2018'],['\n DOC Romagna Sangiovese Superiore\n'],['Emilia-Romagna'],"['95% ', ', 5% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.35'],['€ 11.50']
452,['Rinaldi Francesco'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 50.92'],['€ 43.01']
453,['Baglio di Pianetto'],['Red organic still'],['2016'],"[""\nDOC Sicilia Nero d'Avola-Merlot\n""]",['Sicily'],"[', ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.90'],['€ 9.46']
454,['Tenute Folonari'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['45% ', ', 55% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.24'],['€ 9.89']
455,['Riondo'],['Red still'],['2017'],['\nDOC Valpolicella Superiore\n'],['Veneto'],"[', ', ', ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.99'],['€ 7.32']
456,['Le Vigne di Zamò'],['Red still'],['2015'],['\nDOC Colli Orientali del Friuli Merlot\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 25.93']
457,['Donnachiara'],['Red still'],['2017'],['\nDOC Irpinia Aglianico\n'],['Campania'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 13.01']
458,['Marchesi Frescobaldi'],['Red still'],['2018'],['\nDOC Maremma Toscana Cabernet\n'],['Tuscany'],"[', ', ', ', ', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.29'],['€ 9.15']
459,['Pian delle Vigne'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 50.07'],['€ 42.00']
460,['Elio Grasso'],['Red still'],['2016'],"['\n', '\n']",['Piedmont'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 88.50']
461,['Lisini Azienda Agraria'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 43.01']
462,['Brancaia '],['Red still'],['2017'],['\nDOCG Chianti Classico\n'],['Tuscany'],"['2% ', ', 98% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.58'],['€ 14.51']
463,['Giacomo Fenocchio Azienda Agricola'],['Red still'],['2016'],"['\n', '\n']",['Piedmont'],[],['14.50% by volume'],"['0,75 l Standard']",,['€ 38.00']
464,['Cantine Leonardo da Vinci'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['95% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 15.99']
465,['Domaine Jean-Luc Joillot'],['Red still'],['2017'],['\nAOC Bourgogne Rouge\n'],['Bourgogne'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.65'],['€ 18.54']
466,['Bodega Alta Vista'],['Red still'],['2016'],['\nN/A\n'],['Mendoza'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.30'],['€ 11.50']
467,['Castello del Poggio'],['Red still'],['2014'],"[""\nDOCG Barbera d'Asti\n""]",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 15.51']
468,['Salvaterra'],['Red still'],['2014'],['\nDOC Valpolicella Classico Superiore\n'],['Veneto'],"['65% ', ', 20% ', ', 10% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.35'],['€ 12.58']
469,['Oddero'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 68.65'],['€ 61.00']
470,['Paitin'],['Red still'],['2016'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 42.30'],['€ 40.26']
471,['Donna Olimpia 1898'],['Red still'],['2016'],"['\n', '\n']",['Tuscany'],"[', ', ', ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 45.35'],['€ 37.81']
472,['Fabrizio Dionisio'],['Red still'],['2018'],['\nDOC Cortona Syrah\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.30'],['€ 10.89']
473,['Giorgi'],['Red bubbly'],['2019'],"[""\nDOC Bonarda dell'Oltrepò Pavese Frizzante\n""]",['Lombardy'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.78'],['€ 7.86']
474,['Cupano'],['Red organic still'],['2016'],"[""\nDOC Sant'Antimo Rosso\n""]",['Tuscany'],"[', ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 41.48']
475,['Federico Graziani'],['Rosso fermo'],['2018'],['\n\nDOC Etna Rosso\n'],['Sicily'],"[', ']","['12,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 19,36']","['€ 16,90']"
476,['Vallepicciola'],['Rosso fermo'],['2017'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],"['14,00% in volume']","['0,75 l Standard']",,"['€ 14,90']"
477,['Castello di Fonterutoli (Mazzei)'],['Rosso fermo'],['2018'],['\nDOCG Chianti Classico\n'],['Tuscany'],['90% '],"['13,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 16,31']","['€ 15,49']"
478,['La Montecchia'],['Rosso fermo'],['2016'],['\nIGT Veneto\n'],['Veneto'],"[', 60% ', ', 7% ']","['13,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 11,46']","['€ 8,31']"
479,['Evening Land'],['Rosso biodinamico fermo'],['2016'],['\nN/A\n'],['Oregon'],['100% '],"['13,50% in volume']","['0,75 l Standard']",,"['€ 40,26']"
480,['Cianfagna'],['Rosso fermo'],['2011'],['\nDOC Tintilia del Molise Rosso\n'],['Molise'],['100% '],"['14,50% in volume']","['0,75 l Standard']",,"['€ 41,00']"
481,['Ricasoli 1141'],['Rosso fermo'],['2016'],['\nDOCG Chianti Riserva\n'],['Tuscany'],"['5% ', ', 5% ', ', 90% ']","['13,50% in volume']","['0,75 l Standard']",,"['€ 15,70']"
482,['La Spinetta'],['Rosso fermo'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],"['13,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 14,86']","['€ 12,81']"
483,['Marengo'],['Rosso fermo'],['2018'],"[""\nDOC Nebbiolo d'Alba\n""]",['Piedmont'],['100% '],"['14,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 18,40']","['€ 14,79']"
484,['Lungarotti'],['Rosso biologico fermo'],['2016'],['\nDOCG Montefalco Sagrantino Secco\n'],['Umbria'],['100% '],"['15,00% in volume']","['0,75 l Standard']",,"['€ 19,50']"
485,['Vinosia'],['Rosso fermo'],['2018'],['\nDOC Irpinia Aglianico\n'],['Campania'],['100% '],"['13,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 10,25']","['€ 9,15']"
486,['I Fabbri'],['Rosso biologico fermo'],['2018'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],"['13,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 16,99']","['€ 13,76']"
487,['Firriato'],['Rosso fermo'],['2017'],['\nIGT Terre Siciliane\n'],['Sicily'],['100% '],"['13,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 10,88']","['€ 8,89']"
488,['Grillesino'],['Rosso fermo'],['2018'],['\nDOCG Morellino di Scansano\n'],['Tuscany'],"['10% ', ', 90% ']","['13,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 11,59']","['€ 9,50']"
489,['Castellare di Castellina'],['Rosso fermo'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],"['14,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 52,07']","['€ 47,99']"
490,['Le Macioche'],['Rosso fermo'],['2013'],"['\n', '\n']",['Tuscany'],['100% '],"['14,00% in volume']","['0,75 l Standard']",,"['€ 69,00']"
491,['Mazzei'],['Rosso fermo'],['2016'],['\nDOC Maremma Toscana Rosso\n'],['Tuscany'],"['10% ', ', 65% ', ', 5% ', ', 20% ']","['13,50% in volume']","['0,75 l Standard']",,"['€ 15,25']"
492,['Schiopetto'],['Rosso fermo'],['2016'],['\nIGT Venezia Giulia\n'],['Friuli-Venezia Giulia'],"['10% ', ', 90% ']","['15,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 19,41']","['€ 15,45']"
493,['Feudi Salentini'],['Rosso biologico fermo'],['2016'],['\nIGT Puglia\n'],['Apulia'],['100% '],"['12,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 12,92']","['€ 11,29']"
494,['Castelvecchi'],['Rosso fermo'],['2016'],['\nDOCG Chianti Classico\n'],['Tuscany'],"['12% ', ', 88% ']","['13,50% in volume']","['0,75 l Standard']",,"['€ 14,40']"
495,['Palacios Remondo '],['Rosso biologico fermo'],['2016'],['\nDOCa Rioja\n'],['Rioja'],"[', ', ', ']","['14,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 16,02']","['€ 12,59']"
496,['La Poderina'],['Rosso fermo'],['2018'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],"['14,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 13,21']","['€ 11,50']"
497,['Tua Rita'],['Rosso biologico fermo'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['10% ', ', 80% ', ', 10% ']","['15,00% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 73,11']","['€ 61,38']"
498,['Adanti'],['Rosso fermo'],['2012'],['\nDOCG Montefalco Sagrantino Secco\n'],['Umbria'],['100% '],"['14,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 26,56']","['€ 21,90']"
499,['Tenuta Perano'],['Rosso fermo'],['2016'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],"[', ']","['14,50% in volume']","['0,75 l Standard']","['Prezzo\xa0€ 24,30']","['€ 21,50']"
500,['Poggio al Tufo'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.39'],['€ 9.04']
501,['Petra'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['50% ', ', 40% ', ', 10% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.27'],['€ 12.00']
502,['Matteo Correggia'],['Red still'],['2016'],"[""\nDOC Barbera d'Alba Superiore\n""]",['Piedmont'],['100% '],['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 25.23'],['€ 23.50']
503,['Zaccagnini Ciccio'],['Red still'],['2017'],"[""\nDOC Montepulciano d'Abruzzo Casauria o Terre di Casauria\n""]",['Abruzzo'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.79'],['€ 10.89']
504,['Tenute Folonari'],['Red still'],['2014'],['\nDOCG Montecucco Sangiovese\n'],['Tuscany'],"['5% ', ', 95% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 11.99']
505,['Passopisciaro'],['Red still'],['2015'],['\nDOC Etna Rosso\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.33'],['€ 30.50']
506,['La Spinetta'],['Red still'],['2015'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 98.50'],['€ 83.73']
507,['Cantine Leonardo da Vinci'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 15.99']
508,['Dominio del Aguila'],['Red organic still'],['2017'],['\nDO Ribera del Duero\n'],['Castilla and Leon '],"[', ', ', ', ', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 26.84'],['€ 22.81']
509,['Kaltern Caldaro'],['Red still'],['2017'],['\nDOC Alto Adige Santa Maddalena\n'],['Trentino Alto Adige'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.22'],['€ 9.88']
510,['Castello di Neive'],['Red still'],['2018'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.89'],['€ 19.14']
511,['Petra'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 23.31'],['€ 21.50']
512,['Querciabella'],['Red organic still'],['2017'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 24.16'],['€ 22.57']
513,['Petrolo'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['5% ', ', 15% ', ', 80% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 26.39'],['€ 21.00']
514,['Querciabella'],['Red organic still'],['2017'],['\nDOC Maremma Toscana Rosso\n'],['Tuscany'],"['25% ', ', 25% ', ', 50% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 15.01']
515,['Tenute Folonari'],['Red still'],['2018'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 13.59']
516,['Girlan'],['Red still'],['2019'],['\nDOC Alto Adige Lagrein\n'],['Trentino Alto Adige'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.05'],['€ 11.59']
517,['Pira E. & Figli - Chiara Boschis'],['Red organic still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 75.82']
518,['Claudio Cipressi'],['Red still'],['2015'],['\nDOC Tintilia del Molise Rosso\n'],['Molise'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.14'],['€ 18.00']
519,['Morella'],['Red still'],['2015'],['\nDOC Primitivo di Manduria Riserva\n'],['Apulia'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 37.59'],['€ 34.79']
520,['Brigaldara'],['Red still'],['2013'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"['30% ', ', 15% ', ', 40% ']",['16.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 48.41'],['€ 41.70']
521,['Fontanafredda'],['Red still'],['2006'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 57.34']
522,['Capezzana'],['Red organic still'],['2015'],['\n\nDOCG Carmignano Riserva\n'],['Tuscany'],"['10% ', ', 10% ', ', 80% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.53'],['€ 31.00']
523,['Lungarotti'],['Red still'],['2016'],['\nIGT Umbria\n'],['Umbria'],"['50% ', ', 10% ', ', 40% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 22.90']
524,['Bindella'],['Red still'],['2016'],['\nDOCG Vino Nobile di Montepulciano\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 30.18']
525,"[""Tasca d'Almerita""]",['Red still'],['2016'],['\nIGT Sicilia\n'],['Sicily'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 15.25']
526,['Capezzana'],['Red organic still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['50% ', ', 25% ', ', 25% ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 32.00'],['€ 26.56']
527,['Falesco'],['Red still'],['2017'],['\nIGT Umbria\n'],['Umbria'],"['50% ', ', 50% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.77'],['€ 12.51']
528,['Matteo Correggia'],['Red still'],['2016'],['\nDOCG Roero\n'],['Piedmont'],['100% '],['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 24.13'],['€ 22.62']
